Australian Listed Equity [G],Int'l Listed Equity (Hedged) [G],Int'l Listed Equity (Unhedged) [G],Australian Listed Property [G],Int'l Listed Property [G],Int'l Listed Infrastructure [G],Australian Fixed Income [D],Int'l Fixed Income (Hedged) [D],Cash [D]
0.016854930580718023,0.04279540825773016,0.03981663792049745,0.014741909830365111,0.010357776896659794,0.004104177970700073,-0.0035026917143920907,0.0022234509526593608,0.0024008612005868213
0.00867402686412239,0.013128571314920904,-0.019674390475225283,-0.00933102512332402,0.008682103482324295,-0.01150872546297287,0.005622854702842796,-0.0016300170213388537,0.0028939188598205074
0.00953132463181389,-0.019827933608488165,-0.011206468736985881,0.04393272976149726,0.01297130723529722,-0.012384286934244083,0.011848939051899333,0.006170617622118228,0.002790637364848822
-0.0708736398886794,-0.0721490657299339,-0.07262898531130951,-0.015483071406935577,-0.026881623723869645,-0.025305710990559994,0.024620790726839346,0.013738284945794625,0.002813244226051423
0.001855345317114457,0.03833141396130841,0.015923334640500615,0.03179035435178242,0.0335171209508331,-0.0160044156799931,-0.0030859072004382412,-0.002321630208801035,0.001987156394192522
0.038493368423142604,0.008968908551146574,0.012035367024162252,0.04291326072810701,0.008315963544617895,0.0022130655887338084,0.001458356199102441,0.009645122247037057,0.0020611626427750026
0.01786894834806613,0.015529757934777903,-0.00736193772761567,-0.004322336211934264,-0.014704959416013845,-0.0036002399931429514,0.0036342187534158647,0.0013839322367253542,0.0021174744422913535
0.018314109225125833,0.0169957786492993,0.03724283898572029,0.005466762333935088,0.005529986073661459,-0.0015877603059923813,0.006570561375074592,0.003041889799805813,0.0022372867480631694
0.025683660280168944,-0.00911259487137189,-0.008124313383472798,0.04099279958909816,0.01205072463768126,-0.013787592008412276,-0.0015456861720690258,0.0013601326379792105,0.0020959315743695004
0.00041776329591086984,0.010197326738655647,0.010555964095324171,-0.0162539150270191,-0.01263419338518939,-0.005574212577688743,-0.0016339428127345663,0.00600508656132747,0.001736862614866783
0.029831052004754947,0.014628279245995471,0.03390451255676991,0.01596608279368391,0.014758011522709898,0.0028210173749214744,-0.00015371912859691713,-1.2608904160100304e-05,0.002018881211642007
0.04629743512834522,0.04923018714999645,0.008309047582231893,0.034259662575760276,0.04169570549019825,0.008669169520194819,-0.0036201302162595077,-0.003801386884673814,0.0018567009969781643
0.04941562237634606,0.010245012052506556,-0.015251393583366519,0.025412970406398717,0.028699394790878636,-0.00961519805982224,0.0033506532077451703,0.004848447736390408,0.0014838055797038205
-0.026038203800095635,0.022257074707632222,-0.0143264081760413,-0.02886689568041677,0.03854786662073146,0.0001174240896810834,-0.003423310551163121,0.0062497402065025895,0.0016686718073456095
0.03946402559586765,0.023368907299797962,-0.006374710831626934,0.06681196791216137,0.04934803500429558,0.0018648180242633143,0.011407505106323436,0.008765945201983875,0.0017967691730419763
-0.0488761808533677,0.0098704761718082,0.0024620710415413413,-0.03576687076782437,-0.04444025120041622,-0.007814913056292328,-0.002333332282166721,-0.013551822124076874,0.0017584330838442328
-0.02752844937722215,-0.028687917671898874,-0.05642654810434682,-0.012119130741815545,-0.012086015292700418,-0.02855318149800422,-0.010593802832449104,-0.009344751574432859,0.0015294511112690953
0.04947014151656842,0.04282826880367314,0.009069255095699285,-0.01142955848783467,0.02564177986342226,-0.003186184393776593,0.005571737510296539,0.002801271683883371,0.0017268627231670306
0.02162952350084219,-0.02512067147307889,-0.0064847327652381385,-0.004464158072321663,-0.046077634157208607,-0.01742352825165171,-0.004425630660811207,-0.002514217894589666,0.0015416849595809776
0.01812079041179532,0.0328265191639407,0.03669897238478132,0.004880119829072408,0.02640300696370485,0.0007305175490779463,0.0025562797755415492,0.005510125530038661,0.0013687772612213853
0.03584630473533773,0.03507922992024177,0.034660164036570525,0.01734955441473881,0.030082892245875743,0.003938283208019932,-0.002177673588635874,0.006737632773324136,0.0014277144128291039
-0.017075754841474774,0.01721229836625743,-0.005874688256983613,-0.028815632536486786,-0.011974308024170814,0.0010863816829200894,-0.002539178849946881,-0.0009630591629039959,0.0013870340945844137
0.004734870112703963,0.01638127165489717,-0.015317169541945003,-0.01771388716884497,0.016478113405539126,-5.2886901930938174e-05,0.0027640401742516376,-0.005858047363635028,0.0014005503041398001
-0.03345524031284158,-0.03691932976670081,-0.04999229166767121,0.00047119849486863135,-0.0038027306989545867,-0.01485751884646468,0.007543601940636126,0.012363436914567786,0.0014811897798996919
0.045663991190628306,0.03762033511247349,0.01611531997789501,0.03247641144712071,0.028218987203025132,0.005156539280933636,0.0012012274326124964,0.003079220763553108,0.0012691888662355352
