,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
626,0.09183958,-0.73958135,1.0414125,0.4670431,0.4408111,-0.9431574,1.1486716,0.43898666,-0.37106007,-0.12500897
627,-0.2904035,0.09894967,-0.011735585,-0.6945172,0.23012272,-0.8191727,0.74793136,0.11835699,-0.14557916,-0.6304852
628,-0.39856315,0.57569855,-1.0767472,0.7264125,-0.3461952,1.4137179,-1.402018,1.2428433,-1.0802083,0.8885205
629,-0.58611035,0.5778403,-0.63425785,0.09545529,0.49260616,0.8867407,-0.24952513,0.70135033,-0.26233,0.47862983
630,-0.5348131,-0.43037882,0.17714596,-0.48151872,0.19663098,-0.22331785,0.2467212,-0.020546138,0.17546609,-0.029787794
631,0.8708389,-0.645319,-0.049581595,-0.47157586,-0.12433472,-0.15898792,0.3554883,0.22827372,-0.7006658,0.63541913
632,1.5824021,-0.48447824,1.4497328,1.3366885,-0.50876004,-1.3949145,1.3863584,-0.68804526,1.434413,-0.13315606
633,-0.24260056,-0.60551643,-1.0733826,-0.23468551,1.6339626,0.117622964,0.5365607,0.37430504,-0.78746444,-0.21694776
634,0.24806166,0.12758714,-0.45768213,-0.31404823,-0.07389107,0.5316984,-0.6581284,0.40966985,-0.4129054,0.9353565
635,-0.83439565,-0.21750262,0.5563024,0.09180778,-0.1055097,0.43339545,-0.35768044,-0.41057143,0.1457338,0.2307075
636,-0.31824088,0.12800092,-0.49660987,-0.24788302,-0.068786845,0.89727825,-0.14175475,0.62106144,0.13872397,0.08894856
637,0.66813207,-0.77288693,-0.4617052,-0.54419565,-0.08100815,-0.008854777,0.10118607,-0.05061494,-0.5837285,0.8220341
638,-0.5974389,-0.0620848,0.16206685,0.043126583,-0.39466876,0.32910073,0.002231717,-0.24279955,0.2582687,-0.254434
639,-0.101696104,0.20862582,-0.61456686,-0.6038209,-0.029444128,0.68657064,-0.41423148,0.7543613,-0.13280708,0.45015994
640,-0.7076038,0.595944,-0.7271141,-0.96565914,1.3539987,-0.030175015,-0.87018144,0.6342368,-0.8918398,1.1566664
641,0.09900597,-0.5031308,-0.66449606,-1.1031222,0.3165779,-0.43454516,-0.42520916,0.0637413,-0.70884985,0.6010076
642,-0.52694434,1.2616012,0.4063754,-0.9623157,1.0280447,-1.0191686,0.8764856,0.16057417,-0.5853993,-0.50678635
643,0.15458202,0.2717625,-0.4457876,-0.9076126,1.6919369,-0.6285782,-0.5088416,0.37442678,-1.6625614,1.5348802
644,-0.46307856,0.65096,-0.2541424,1.7955945,-0.6828945,-0.37514448,0.58887315,-1.2779399,0.23431876,-0.758497
645,0.3329432,-1.5190654,0.9009845,0.6672953,-0.16286892,-1.40353,0.7627777,0.015818521,0.7387302,-0.38503858
646,-0.7946663,0.12693664,-0.6456347,-1.3582828,0.7249382,-0.21404307,-1.0026081,0.059120294,-0.39791465,0.08159666
647,0.58983815,-0.978996,1.5583075,0.5362393,-0.73396915,0.6791403,-1.1605208,-1.3040768,-0.1175921,-0.77213466
648,-0.5948583,0.45225024,-0.5453532,-0.5668494,0.62155026,0.84152293,-0.06001535,0.8637651,0.014236808,0.15001324
649,-0.5233643,0.28863934,-0.6960003,-0.7848289,0.7866193,0.49521524,-0.46473342,0.9196428,-0.24469161,0.49703532
650,-0.7452272,1.0224919,0.052382223,0.39742517,-0.3839071,-0.2413599,0.3719765,-0.47618,0.41013733,0.0059222877
651,-0.62220335,0.6817333,0.17020823,-0.89993227,0.123375714,-0.48559338,0.12266311,0.13070348,0.21577564,0.23524049
652,0.7105914,-0.39172924,0.9645995,0.038751602,-0.19360958,-0.3587259,0.8619259,-0.22693259,1.0209614,0.19033575
653,-0.47884795,0.4631514,-0.6137471,-0.69817525,0.97585917,0.3372214,-0.8497393,0.69009244,-0.7123447,1.0895259
654,-0.07209587,-0.34876013,0.10237214,-0.5393289,-0.032156244,-0.04021375,0.3224056,0.15006013,0.07978046,-0.7716346
655,0.12730631,-0.90113384,-0.45174372,-0.26104993,0.25963843,-0.26801723,0.46742302,0.37319025,-0.71774393,0.6525121
656,-0.4629988,0.44582987,-0.2975325,-0.41435853,0.21506554,0.6766917,0.24994837,0.6323992,0.18367425,0.08482874
657,0.18692812,0.59886384,0.4831028,-0.21032545,1.0666872,0.72682023,0.9189065,0.7195828,-0.6510522,0.06736158
658,0.9174651,-0.73872757,-0.12516682,-0.05570376,-0.65945315,0.85677135,-0.8290353,-0.7337928,-1.2015419,-0.062264502
659,-0.2753667,0.3734728,-0.056404836,-0.7852417,0.7105401,0.17125776,0.32675463,0.38498008,-0.28395855,-0.041602552
660,0.25194204,0.4877575,0.51566374,0.33771515,0.10839492,-0.73664427,0.91509223,-0.86649716,1.375859,-0.53785765
661,0.82748854,-0.9725896,-0.8331083,-1.0201476,0.9987172,-0.46557772,0.039261818,0.61466014,-1.6047306,0.3727815
662,-0.49571928,1.1979074,9.724498e-05,0.5312627,0.30722976,0.041809514,0.9426331,-0.23886093,-0.37245047,0.09071315
663,0.20491448,-0.66809535,0.071247265,-0.2918043,-0.12727736,-0.324925,0.20770477,-0.009420566,-0.2458483,0.946512
664,1.1364647,-0.2355629,-0.5378505,-0.4902059,0.08546728,0.6108222,-0.25029022,0.33604637,-0.88646394,1.0679191
665,-1.309496,-0.6262001,-0.3152926,0.63007885,0.43030018,0.7535361,-1.6927755,-0.4362032,-1.3014784,0.04286787
666,-0.07396184,0.21772397,0.39112455,-0.0049756765,-0.69810045,0.1606948,-0.093260825,-0.36123136,0.6901061,-0.275309
667,0.07465595,0.028526872,-0.6786883,0.19634897,-0.03138168,0.6074019,1.0414164,0.039367042,-0.16740763,-1.164975
668,-0.38945353,-0.38755494,0.2709285,0.16596472,0.026419014,0.019896492,0.1153419,-0.24613297,0.3301348,0.9787357
669,0.7059788,-0.21444885,0.31224227,1.7190113,-0.7287482,-0.64993167,0.6137494,-1.2961193,1.5672958,-1.312079
670,-0.29665938,0.07043572,-0.24111883,-0.8581184,1.2082349,-1.4991229,-0.748845,-0.14431426,-1.0623555,1.6210508
671,2.0130925,0.25196353,0.76307803,1.9734938,-0.8038754,-1.4834229,1.1744523,-1.8958809,1.914413,-0.94381297
672,0.89440405,-1.1029811,0.54233384,0.479142,-0.5578325,-0.8211958,0.72827494,-0.020603389,0.7154482,-0.81121504
673,-0.85077953,-0.27208614,-1.7222054,0.0010509491,1.9201335,0.58950245,-0.56642854,0.34815335,-0.91722614,0.3984558
674,-0.31353602,-0.070623934,0.8738732,0.5341875,-0.08259216,0.01709859,-0.17452943,-0.91482985,1.1589344,-0.25080365
675,0.7431613,-1.129337,0.5713061,0.12657875,-0.776154,0.08623186,-0.6239023,-0.89032793,-0.35660535,0.118585154
676,1.2063894,-0.7743129,1.3986441,0.5814081,-0.10604404,-1.3506712,1.4612051,-0.065616146,0.3448491,-0.12646028
677,0.5426827,-0.90619934,0.05034206,0.07278496,-0.49738678,-0.58113515,0.9210337,0.18590192,-0.22008228,-0.17614889
678,-0.13079138,-0.11216166,-1.7287763,-1.1265986,1.6889459,0.9312359,-0.570661,1.1800565,-0.7741087,-0.6107602
679,-0.1847296,-0.5234598,0.051064253,-0.16718489,-0.1415773,0.5363377,-0.31730944,-0.25694686,-0.10037899,0.62552476
680,-0.47489125,-0.61325306,-0.047666788,-0.2887501,0.15822557,0.020606458,-0.16173053,-0.25397456,-0.124121726,0.6577515
681,0.80387926,0.19135937,0.6185756,-0.5586973,0.8000717,-0.103112295,1.3384852,0.7176056,-1.1491458,-0.5998539
682,-0.24623215,-0.068341196,-1.1053221,-0.2554328,0.44846624,0.84819084,-1.0497985,0.4417969,-0.92214566,0.8742862
683,-0.34828374,0.52153206,-0.14414717,1.0910776,-1.0477234,0.069219835,0.12996358,-0.7675705,0.13972583,-0.82139957
684,-0.1590696,0.24933806,-0.151503,-1.0812595,-0.11036718,-0.7211801,0.3219828,-0.12108821,0.40737945,-0.7790289
685,0.06325507,0.42425752,0.08701618,-0.07999408,-0.6598451,-0.7065604,-0.07044992,-0.49163225,1.3817463,-1.6309524
686,-1.0818694,-0.72285956,0.82053334,0.49044305,0.30277574,0.26707494,-0.734269,-0.88888884,0.13601488,0.309645
687,0.16920435,-0.2964012,-0.7173812,-0.5906333,0.860935,0.26458213,-0.464171,0.32418728,-0.7759246,1.1941617
688,-0.48623654,0.76395154,-0.60308444,-0.384275,-0.5805994,-0.06939067,0.366692,0.039812222,0.55500233,-0.85517347
689,-0.16796714,0.050667733,-0.554177,-0.5414356,0.92304754,0.28141648,0.059876323,0.5533803,-0.57434124,0.63559127
690,-0.12945476,-0.3254838,-0.23588829,-0.5723463,0.014730632,0.52911764,-0.30714113,-0.1477291,-0.14312416,0.07743497
691,0.0808219,-0.22316617,-0.3390128,-0.28243792,0.28393227,0.65464765,0.4691223,0.24263152,-0.091526926,0.28844684
692,-0.110971145,1.1638827,0.16331983,-0.36772966,0.68146306,0.0075435042,1.1548686,0.21050364,-0.55525655,-0.71000814
693,-0.34121233,-0.31976297,0.20450397,0.15182495,-0.6497811,-0.09297298,-0.37681562,-0.38158503,0.58024555,-1.5376414
694,-0.35795116,0.5951455,-0.31280607,0.33841908,-0.5615999,0.64635515,0.2162501,0.6398984,0.01298815,-0.26853824
695,0.14527592,0.047959372,-0.0594129,-0.64519507,0.11380392,0.41571063,0.417497,0.32767823,-0.12880814,-0.09657088
696,-0.84473246,-0.7750087,-0.019778881,0.73212963,0.08642328,0.2794869,0.3169799,-0.4555665,0.07806027,-0.27655667
697,-0.31549487,0.17390639,-0.66322076,-0.55367535,-0.0042017996,0.71935815,-0.61163175,0.7165742,-0.25137353,0.42035225
698,-0.10544092,-0.71784985,-0.4748929,-0.069642305,0.40274358,-0.25483745,0.32106033,0.22173655,-0.52662843,0.84062636
699,-0.39142346,0.08178826,0.36187506,0.5208655,-0.7948216,0.71775,-0.6100013,-0.30662555,-0.26338273,-0.14106467
700,-1.2226908,1.6701224,-0.83481354,1.3025298,-1.4305857,0.21307668,-0.36131656,0.8255532,-0.6114499,-0.52087927
701,0.38204664,-1.5798242,1.4068034,1.0205524,-0.45149451,-0.8384382,-0.6800827,-0.9364922,0.8256126,-1.0205798
702,0.6612902,0.18554214,0.9496896,-0.14563262,0.13149288,-0.49477774,1.3046108,-0.13864753,0.0502252,-0.2385588
703,0.062029123,-0.66879785,-0.82919925,-0.57859606,0.47454095,0.1669915,-0.11249298,0.1430951,-0.6403151,0.7374201
704,-0.32797793,-0.44143465,0.03647536,-0.09697616,0.1899398,-0.47771943,0.26693672,0.0047077835,-0.060563564,0.819208
705,0.16251817,-0.59321105,-0.2114124,-0.9387418,0.17774251,-0.9509371,-0.13662249,0.10384909,-0.35277224,0.5676593
706,-0.5350632,-0.29381984,-0.33539474,-0.39218074,0.6625599,0.30088845,0.30223072,0.22317082,-0.17821622,-0.028064206
707,-0.28929055,-0.8100236,-0.009609669,0.3847686,-0.12808281,0.20455573,0.12187961,-0.24742997,-0.19171792,0.7185199
708,-0.23842652,0.042602673,0.15248828,-0.2035029,-0.14239378,-0.20765613,0.61518043,-0.26362726,0.70549107,-0.22001565
709,1.4187294,-1.3694005,1.5098782,1.1461124,-0.49071008,-1.9019442,1.130976,-0.4561822,1.415925,-0.81558216
710,0.11244717,-0.21747653,0.0077744946,-0.32015365,0.6737551,-0.0978957,1.000251,0.57173496,-0.37087965,-0.89187765
711,2.168167,-0.86256164,1.6292675,0.7785235,-1.6931661,0.09105983,-0.68187153,-2.0883014,0.13000983,-0.24750379
712,-0.28887084,0.63730127,-0.86823076,-0.9208237,1.8824905,1.1974436,-0.33082634,1.584247,-0.88982064,0.2645533
713,-0.42329094,-0.017779037,-0.9063509,-1.3711568,0.81882656,-0.15738349,-1.0550611,0.23895353,-0.6458623,0.6372272
714,0.058369994,0.28983077,-0.010095283,-0.12090212,0.83033323,0.3519719,0.29117957,0.40386885,-0.5779061,1.1048533
715,-1.1722982,0.51361156,-0.37013727,-0.61640364,-0.27684942,0.18435629,-0.47178596,0.29722184,0.32181987,-0.19741532
716,1.5316925,-1.4944983,1.1690454,-0.29312873,-0.589333,-0.86171037,-0.27854246,-0.7429303,0.6720163,0.99105394
717,-0.8677264,0.3806181,-0.86953235,-0.045348704,0.91803277,0.57053965,-0.6712067,0.6544454,-0.5420709,0.85541666
718,-0.38288742,-0.35215795,0.14966938,0.010369122,-0.067026705,0.4245296,-0.32151955,-0.19522029,0.1001091,0.84967875
719,0.45993203,-0.2759888,0.850768,-0.17779961,0.017241001,-0.5210832,0.8781049,0.09198334,0.3302806,0.081749335
